ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
579,6/30/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"93,000 "
580,6/30/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,440 "
581,6/30/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,300 "
582,6/30/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,325 "
583,6/30/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"32,000 "
584,6/30/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"73,000 "
585,6/30/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,840 "
586,6/30/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,300 "
587,6/30/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,825 "
588,6/30/2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"4,500 "
589,6/30/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"2,500 "
590,6/30/2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"3,500 "
591,7/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"62,000 "
592,7/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,960 "
593,7/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,200 "
594,7/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,550 "
595,7/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"115,000 "
596,7/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"350,000 "
597,7/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"70,000 "
598,7/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"17,500 "
599,7/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"18,600 "
600,7/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"32,200 "
601,7/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
602,7/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
603,7/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
604,7/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,600 "
605,7/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"41,000 "
606,7/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,280 "
607,7/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
608,7/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,025 "
609,7/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"43,500 "
610,7/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
611,7/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
612,7/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
613,7/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,850 "
614,7/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,800 "
615,7/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
616,7/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
617,7/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"95,000 "
618,7/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,600 "
619,7/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,500 "
620,7/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,375 "
621,7/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"33,000 "
622,7/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"73,000 "
623,7/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,840 "
624,7/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,300 "
625,7/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,825 "
626,8/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"63,500 "
627,8/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,080 "
628,8/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,350 "
629,8/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,588 "
630,8/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"117,500 "
631,8/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"400,000 "
632,8/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"70,000 "
633,8/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"20,000 "
634,8/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"20,700 "
635,8/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"33,000 "
636,8/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
637,8/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
638,8/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
639,8/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,700 "
640,8/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"41,000 "
641,8/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,280 "
642,8/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
643,8/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,025 "
644,8/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"45,800 "
645,8/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
646,8/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
647,8/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
648,8/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,850 "
649,8/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,800 "
650,8/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
651,8/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
652,8/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"95,000 "
653,8/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,600 "
654,8/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,500 "
655,8/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,375 "
656,8/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"34,000 "
657,8/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"74,500 "
658,8/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,960 "
659,8/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,450 "
660,8/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,863 "
661,9/30/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"63,500 "
662,9/30/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,080 "
663,9/30/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,350 "
664,9/30/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,588 "
665,9/30/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"120,000 "
666,9/30/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"400,000 "
667,9/30/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"70,000 "
668,9/30/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"20,000 "
669,9/30/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"20,800 "
670,9/30/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"33,800 "
671,9/30/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
672,9/30/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
673,9/30/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
674,9/30/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,800 "
675,9/30/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"41,000 "
676,9/30/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,280 "
677,9/30/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
678,9/30/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,025 "
679,9/30/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"44,800 "
680,9/30/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
681,9/30/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
682,9/30/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
683,9/30/2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"3,200 "
684,9/30/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,900 "
685,9/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,900 "
686,9/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
687,9/30/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
688,9/30/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"97,000 "
689,9/30/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,760 "
690,9/30/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,700 "
691,9/30/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,425 "
692,9/30/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"35,000 "
693,9/30/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"74,500 "
694,9/30/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,960 "
695,9/30/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,450 "
696,9/30/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,863 "
697,9/30/2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"4,500 "
698,9/30/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"2,500 "
699,9/30/2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"3,500 "
700,10/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"65,000 "
701,10/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,200 "
702,10/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,500 "
703,10/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,625 "
704,10/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"122,500 "
705,10/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"400,000 "
706,10/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"75,000 "
707,10/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"20,000 "
708,10/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"20,900 "
709,10/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"37,500 "
710,10/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
711,10/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
712,10/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
713,10/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,900 "
714,10/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"46,000 "
715,10/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,680 "
716,10/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,600 "
717,10/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,150 "
718,10/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"46,500 "
719,10/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
720,10/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
721,10/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
722,10/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,900 "
723,10/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,900 "
724,10/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
725,10/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
726,10/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"97,000 "
727,10/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,760 "
728,10/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,700 "
729,10/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,425 "
730,10/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"36,000 "
731,10/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"76,000 "
732,10/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,080 "
733,10/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,600 "
734,10/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,900 "
735,11/30/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"65,000 "
736,11/30/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,200 "
737,11/30/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,500 "
738,11/30/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,625 "
739,11/30/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"125,000 "
740,11/30/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"450,000 "
741,11/30/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"75,000 "
742,11/30/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"22,500 "
743,11/30/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"23,000 "
744,11/30/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"41,500 "
745,11/30/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
746,11/30/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
747,11/30/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
748,11/30/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"4,000 "
749,11/30/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"46,000 "
750,11/30/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,680 "
751,11/30/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,600 "
752,11/30/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,150 "
753,11/30/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"48,500 "
754,11/30/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
755,11/30/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
756,11/30/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
757,11/30/2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"3,400 "
758,11/30/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,950 "
759,11/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,900 "
760,11/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
761,11/30/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
762,11/30/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"99,000 "
763,11/30/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,920 "
764,11/30/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,900 "
765,11/30/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,475 "
766,11/30/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"37,000 "
767,11/30/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"76,000 "
768,11/30/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,080 "
769,11/30/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,600 "
770,11/30/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,900 "
771,11/30/2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"4,500 "
772,11/30/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"2,500 "
773,11/30/2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"3,500 "
774,12/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"65,000 "
775,12/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,200 "
776,12/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,500 "
777,12/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,625 "
778,12/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"127,500 "
779,12/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"450,000 "
780,12/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"75,000 "
781,12/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"22,500 "
782,12/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"23,100 "
783,12/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"46,500 "
784,12/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"4,100 "
785,12/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
786,12/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,500 "
787,12/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"4,100 "
788,12/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"46,000 "
789,12/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"3,680 "
790,12/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"4,600 "
791,12/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,150 "
792,12/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"50,800 "
793,12/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
794,12/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,200 "
795,12/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,800 "
796,12/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,950 "
797,12/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,900 "
798,12/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,800 "
799,12/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
800,12/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"99,000 "
801,12/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,920 "
802,12/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,900 "
803,12/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,475 "
804,12/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"38,000 "
805,12/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"76,000 "
806,12/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,080 "
807,12/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,600 "
808,12/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,900 "
809,1/31/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"65,000 "
810,1/31/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,200 "
811,1/31/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,500 "
812,1/31/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,625 "
813,1/31/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"130,000 "
814,1/31/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"450,000 "
815,1/31/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"80,000 "
816,1/31/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"22,500 "
817,1/31/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"23,200 "
818,1/31/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"37,000 "
819,1/31/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
820,1/31/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
821,1/31/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
822,1/31/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"51,000 "
823,1/31/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,080 "
824,1/31/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
825,1/31/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,275 "
826,1/31/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"49,800 "
827,1/31/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
828,1/31/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
829,1/31/2024,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"8,200 "
830,1/31/2024,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"27,800 "
831,1/31/2024,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"2,500 "
832,1/31/2024,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,900 "
833,1/31/2024,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,900 "
834,1/31/2024,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"3,000 "
835,1/31/2024,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"99,000 "
836,1/31/2024,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,920 "
837,1/31/2024,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,900 "
838,1/31/2024,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,475 "
839,1/31/2024,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"39,000 "
840,1/31/2024,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"76,000 "
841,1/31/2024,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"6,080 "
842,1/31/2024,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,600 "
843,1/31/2024,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,900 "
844,1/31/2024,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"5,000 "
845,1/31/2024,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"7,500 "
846,1/31/2024,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"10,000 "
847,2/29/2024,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"65,000 "
848,2/29/2024,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"5,200 "
849,2/29/2024,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,500 "
850,2/29/2024,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,625 "
851,2/29/2024,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"132,500 "
852,2/29/2024,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"475,000 "
853,2/29/2024,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"80,000 "
854,2/29/2024,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"23,750 "
855,2/29/2024,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"24,300 "
856,2/29/2024,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"35,800 "
857,2/29/2024,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,100 "
858,2/29/2024,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"5,100 "
859,2/29/2024,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"16,500 "
860,2/29/2024,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"51,000 "
861,2/29/2024,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"4,080 "
862,2/29/2024,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"5,100 "
863,2/29/2024,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,"1,275 "
864,2/29/2024,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"51,500 "
865,2/29/2024,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"9,200 "
866,2/29/2024,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"5,500 "
