ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,TRANSACTION_TYPE,NAME,MEMO/DESCRIPTION,REVENUE/EXPENSES,AMOUNT
402,2/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"11,700 "
403,2/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,900 
404,2/28/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"33,500 "
405,2/28/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,700 "
406,2/28/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,000 "
407,2/28/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,700 "
408,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,March SaaS Subscription,REVENUE,"51,800 "
409,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,March SaaS Subscription,REVENUE,"44,500 "
410,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,March SaaS Subscription,REVENUE,"24,800 "
411,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,March SaaS Subscription,REVENUE,"17,200 "
412,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,March SaaS Subscription,REVENUE,"29,800 "
413,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,March SaaS Subscription,REVENUE,"35,500 "
414,3/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"77,000 "
415,3/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"92,000 "
416,3/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - March,EXPENSES,"36,000 "
417,3/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"7,300 "
418,3/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"19,000 "
419,3/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"10,200 "
420,3/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,200 "
421,3/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,700 "
422,3/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"4,900 "
423,3/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,000 "
424,3/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"3,300 "
425,3/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,100 "
426,3/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"64,400 "
427,3/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,800 "
428,3/10/2023,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,000 "
429,3/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,March SaaS Subscription,REVENUE,"20,200 "
430,3/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"57,000 "
431,3/15/2023,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,400 "
432,3/15/2023,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,000 "
433,3/15/2023,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"48,500 "
434,3/15/2023,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"91,000 "
435,3/15/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"70,000 "
436,3/15/2023,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"59,000 "
437,3/15/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"3,880 "
438,3/15/2023,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,280 "
439,3/15/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"5,600 "
440,3/15/2023,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"4,720 "
441,3/15/2023,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"9,700 "
442,3/15/2023,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,200 "
443,3/15/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"13,900 "
444,3/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"11,700 "
445,3/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,900 
446,3/15/2023,61010,61010 Lodging,S&M,Sales & Marketing,Expense,Marriott,Sales Team Travel,EXPENSES,"4,000 "
447,3/15/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,Expense,Various,Client Meetings,EXPENSES,"2,200 "
448,3/15/2023,61030,61030 Travel,S&M,Sales & Marketing,Expense,United,Flights - Sales Team,EXPENSES,"3,100 "
449,3/31/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"34,500 "
450,3/31/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,750 "
451,3/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,000 "
452,3/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,700 "
453,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,April SaaS Subscription,REVENUE,"52,500 "
454,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,April SaaS Subscription,REVENUE,"45,000 "
455,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,April SaaS Subscription,REVENUE,"25,200 "
456,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,April SaaS Subscription,REVENUE,"17,500 "
457,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,April SaaS Subscription,REVENUE,"30,200 "
458,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,April SaaS Subscription,REVENUE,"36,000 "
459,4/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"79,000 "
460,4/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"94,000 "
461,4/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - April,EXPENSES,"36,800 "
462,4/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"7,500 "
463,4/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"19,500 "
464,4/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"10,500 "
465,4/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,200 "
466,4/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,700 "
467,4/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"4,900 "
468,4/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,000 "
469,4/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"3,300 "
470,4/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,200 "
471,4/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"65,800 "
472,4/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,800 "
473,4/10/2023,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,000 "
474,4/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,April SaaS Subscription,REVENUE,"20,500 "
475,4/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"58,500 "
476,4/15/2023,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,400 "
477,4/15/2023,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,000 "
478,4/15/2023,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"49,500 "
479,4/15/2023,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"93,000 "
480,4/15/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"71,500 "
481,4/15/2023,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"60,500 "
482,4/15/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"3,960 "
483,4/15/2023,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,440 "
484,4/15/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"5,720 "
485,4/15/2023,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"4,840 "
486,4/15/2023,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"9,700 "
487,4/15/2023,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,200 "
488,4/15/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"13,900 "
489,4/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"11,700 "
490,4/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,900 
491,4/30/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"35,500 "
492,4/30/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,750 "
493,4/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,000 "
494,4/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,700 "
495,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,May SaaS Subscription,REVENUE,"53,200 "
496,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,May SaaS Subscription,REVENUE,"45,800 "
497,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,May SaaS Subscription,REVENUE,"25,800 "
498,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,May SaaS Subscription,REVENUE,"17,800 "
499,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,May SaaS Subscription,REVENUE,"30,800 "
500,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,May SaaS Subscription,REVENUE,"36,500 "
501,5/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"81,000 "
502,5/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"96,000 "
503,5/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - May,EXPENSES,"37,500 "
504,5/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"7,700 "
505,5/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"20,000 "
506,5/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"10,800 "
507,5/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,200 "
508,5/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,700 "
509,5/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"4,900 "
510,5/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,000 "
511,5/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"3,400 "
512,5/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,300 "
513,5/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"67,200 "
514,5/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,800 "
515,5/10/2023,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,000 "
516,5/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,May SaaS Subscription,REVENUE,"20,800 "
517,5/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"60,000 "
518,5/15/2023,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,400 "
519,5/15/2023,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,000 "
520,5/15/2023,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"49,500 "
521,5/15/2023,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"93,000 "
522,5/15/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"71,500 "
523,5/15/2023,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"60,500 "
524,5/15/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"3,960 "
525,5/15/2023,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,440 "
526,5/15/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"5,720 "
527,5/15/2023,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"4,840 "
528,5/15/2023,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"9,700 "
529,5/15/2023,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,200 "
530,5/15/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"13,900 "
531,5/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"11,700 "
532,5/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,900 
533,5/31/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"36,500 "
534,5/31/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,800 "
535,5/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,000 "
536,5/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,700 "
537,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,June SaaS Subscription,REVENUE,"54,000 "
538,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,June SaaS Subscription,REVENUE,"46,500 "
539,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,June SaaS Subscription,REVENUE,"26,200 "
540,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,June SaaS Subscription,REVENUE,"18,200 "
541,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,June SaaS Subscription,REVENUE,"31,500 "
542,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,June SaaS Subscription,REVENUE,"37,000 "
543,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,June SaaS Subscription,REVENUE,"42,000 "
544,6/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"83,000 "
545,6/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"98,000 "
546,6/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - June,EXPENSES,"38,500 "
547,6/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"7,900 "
548,6/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"20,500 "
549,6/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"11,000 "
550,6/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,200 "
551,6/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,700 "
552,6/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"4,900 "
553,6/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,000 "
554,6/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"3,500 "
555,6/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,400 "
556,6/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"68,600 "
557,6/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,800 "
558,6/10/2023,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,"9,000 "
559,6/10/2023,61010,61010 Lodging,S&M,Sales & Marketing,Expense,Marriott,Sales Team Travel,EXPENSES,"4,300 "
560,6/10/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,Expense,Various,Client Meetings,EXPENSES,"2,400 "
561,6/10/2023,61030,61030 Travel,S&M,Sales & Marketing,Expense,United,Flights - Sales Team,EXPENSES,"3,300 "
562,6/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,June SaaS Subscription,REVENUE,"21,200 "
563,6/15/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"61,500 "
564,6/15/2023,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,"5,400 "
565,6/15/2023,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,"8,000 "
566,6/15/2023,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,"50,500 "
567,6/15/2023,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,"95,000 "
568,6/15/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,"73,000 "
569,6/15/2023,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,"62,000 "
570,6/15/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,"4,040 "
571,6/15/2023,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,"7,600 "
572,6/15/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,"5,840 "
573,6/15/2023,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,"4,960 "
574,6/15/2023,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,"9,700 "
575,6/15/2023,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,"18,200 "
576,6/15/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,"13,900 "
577,6/15/2023,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,"11,700 "
578,6/15/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,900 
579,6/30/2023,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,"37,800 "
580,6/30/2023,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,"1,800 "
581,6/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,"9,000 "
582,6/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,"2,700 "
583,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,July SaaS Subscription,REVENUE,"54,800 "
584,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,July SaaS Subscription,REVENUE,"47,200 "
585,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,July SaaS Subscription,REVENUE,"26,800 "
586,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,July SaaS Subscription,REVENUE,"18,500 "
587,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,July SaaS Subscription,REVENUE,"32,000 "
588,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,July SaaS Subscription,REVENUE,"37,800 "
589,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,July SaaS Subscription,REVENUE,"42,800 "
590,7/1/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,"85,000 "
591,7/1/2023,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,"99,500 "
592,7/1/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - July,EXPENSES,"39,500 "
593,7/1/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"8,100 "
594,7/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,"21,000 "
595,7/1/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,"11,200 "
596,7/1/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,"2,300 "
597,7/1/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,"1,800 "
598,7/1/2023,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,"5,100 "
599,7/1/2023,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,"16,500 "
600,7/1/2023,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,"3,600 "
601,7/5/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,"3,500 "
602,7/5/2023,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,"69,600 "
603,7/5/2023,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,"4,900 "
